WFST_ID,ra,dec,z,z_err,z_type,confidence,t0_mcmc,t0_err,tE_mcmc,tE_err,u0_mcmc,u0_err,A_max,g_s,g_base,r_s,r_base,i_s,i_base,chi2,dof,chi2/dof,source,type,external_match,logMBH_lamost,logMBH_method_lamost,logL_lamost,logL_wave_lamost,broad_fwhm_lamost,broad_ew_lamost,logMBH_SDSSDR16Q,logMBH_method_SDSSDR16Q,logL_SDSSDR16Q,logL_wave_SDSSDR16Q,broad_fwhm_SDSSDR16Q,broad_ew_SDSSDR16Q
WFST_106749244+28422867,106.74924371567428,28.422866603078933,2.0103702545166016,0.0410399999999999,phot,low,58811.23,+2.83/-2.84,199.47,+16.86/-11.04,0.718,+0.042/-0.082,1.65,19.15,19.00,19.44,18.95,,,757.0,550,1.38,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_115959536+15820167,115.9595358298604,15.820166989414057,1.0112659029544169,0.0001905393058141,spec,low,58912.22,+4.30/-4.26,480.26,+33.58/-24.05,0.536,+0.027/-0.040,2.06,20.68,20.61,20.52,20.35,,,1245.4,837,1.49,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,,,,,,
WFST_117351453+05039373,117.3514532170802,5.039372826248807,1.9470998048782349,0.0651921101951599,phot,low,58943.46,+3.84/-3.74,485.03,+21.28/-18.34,0.685,+0.022/-0.033,1.71,19.46,19.40,19.60,19.38,19.32,19.15,1112.7,630,1.77,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_117445067+40085489,117.44506664857444,40.08548933753607,2.0286731207483366,0.0006758032525368,spec,low,58733.39,+1.65/-1.66,350.17,+5.66/-5.47,0.708,+0.008/-0.009,1.67,19.30,19.29,19.40,19.15,,,2941.4,2031,1.45,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.337924,CIV,46.206831,1350,5677.433155,29.898611
WFST_118790486+32782308,118.79048596430496,32.78230779086677,0.6392874328690412,2.045278148121486e-05,spec,low,58611.35,+2.27/-2.48,305.53,+18.30/-12.27,0.490,+0.022/-0.036,2.22,20.49,20.41,20.64,20.50,,,1333.3,957,1.39,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.380495,Hbeta,44.154063,5100,4974.299136,130.793543
WFST_118795067+00604695,118.79506709042664,0.6046946939666763,0.8984887003898621,0.1171000972366332,phot,low,58830.77,+4.85/-4.70,521.37,+105.01/-52.22,0.428,+0.058/-0.096,2.49,,,20.43,20.17,,,803.0,560,1.43,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_121913760+52606253,121.91376,52.606253,0.65995613,,spec,low,58795.60,+2.88/-2.77,795.88,+122.60/-117.71,0.187,+0.039/-0.029,5.40,21.82,19.76,21.98,19.94,,,1977.2,1216,1.63,"LAMOST_DR6_9,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.761072,MgII,44.697482,3000,7066.849,59.905,8.598503,Hbeta,44.542690,5100,5111.863941,125.326941
WFST_124314654+53723273,124.31465382927982,53.72327312202181,0.5807345457189479,2.8163157101299747e-05,spec,low,58925.78,+4.98/-2.00,529.73,+17.12/-76.55,0.553,+0.031/-0.018,2.01,19.35,19.32,19.51,19.37,19.72,19.01,3205.2,1336,2.40,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.537610,Hbeta,44.459263,5100,5000.221252,68.807497
WFST_126516449+41512162,126.5164487,41.5121622,0.537,,spec,low,59041.85,+1.84/-1.92,615.95,+23.49/-22.30,0.449,+0.013/-0.014,2.39,20.21,20.18,19.99,19.82,19.63,19.59,3416.4,1263,2.70,"MILLIQUAS,QUAIA_G20_5,JPLUSDR3,GAIA,CATWISE,PS1",BR,-,,,,,,,,,,,,
WFST_129950577+85030278,129.9505773,85.0302782,,,unknown,low,59273.30,+2.01/-1.96,89.69,+10.96/-6.73,0.674,+0.057/-0.106,1.72,19.42,19.21,,,,,284.9,101,2.82,WISE_R90,unknown,-,,,,,,,,,,,,
WFST_132807650+56270327,132.8076497,56.2703268,1.76,,spec,low,58895.87,+2.89/-2.86,929.70,+50.91/-91.02,0.238,+0.030/-0.016,4.30,21.49,20.40,21.71,20.35,21.88,19.99,1784.9,1296,1.38,"MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.626119,MgII,45.589364,3000,2820.698963,30.368651
WFST_133089732+71496280,133.0897322305724,71.49628017054349,0.9731407165527344,0.0710546120643615,phot,low,58654.08,+1.18/-1.22,313.83,+4.50/-3.97,0.516,+0.006/-0.007,2.12,19.14,19.12,19.04,18.95,,,2827.8,1035,2.73,"QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_136981315+15886855,136.9813145984253,15.886855435625163,1.3807623386383057,0.0600736858749388,phot,low,58763.16,+2.81/-2.76,356.16,+7.44/-6.58,0.635,+0.011/-0.012,1.80,19.40,19.38,19.65,19.03,,,2285.4,1008,2.27,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_146745359-17915220,146.74535936570646,-17.915219756454867,1.405921220779419,0.0601490206718444,phot,low,58898.92,+5.85/-6.11,375.97,+24.76/-16.39,0.886,+0.037/-0.070,1.44,19.08,18.98,19.13,18.69,,,737.2,616,1.20,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_155027054+20269032,155.02705357988506,20.26903234712644,1.6334647,,phot,low,58878.29,+4.90/-4.72,596.70,+152.77/-85.59,0.355,+0.081/-0.094,2.95,21.15,20.71,21.11,20.64,,,740.8,455,1.63,"QZO,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_160365051+31570299,160.3650513,31.57029915,0.3549999889999999,,spec,low,59226.12,+2.92/-2.87,199.52,+11.83/-7.58,0.957,+0.044/-0.079,1.37,18.27,18.14,18.37,18.09,,,1617.6,910,1.78,"LAMOST_DR1_5,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,8.826034,MgII,44.789157,3000,6286.057,36.875,8.125068,Hbeta,44.441402,5100,3141.835418,112.833492
WFST_160783731+16774118,160.7837307203422,16.774117530076815,0.7922253295765183,9.365987246150469e-05,spec,low,58630.80,+3.12/-2.93,260.95,+13.03/-10.34,0.341,+0.014/-0.021,3.06,20.89,20.70,20.70,20.64,,,737.4,366,2.01,"DESI_DR1,QUAIA_G20_5,MILLIQUAS,QZO,GAIA,CATWISE,PS1,WISE_R90",X,H,,,,,,,,,,,,
WFST_163730691+63026552,163.7306905,63.0265516,0.859,,spec,low,58896.81,+2.57/-2.51,391.13,+12.87/-12.30,0.425,+0.009/-0.012,2.51,20.80,20.58,20.62,20.59,,,1906.0,838,2.27,"MILLIQUAS,QUAIA_G20_5,QZO",QR2,R,,,,,,,8.309860,MgII,44.427240,3000,4492.473515,109.834987
WFST_169774548+03735276,169.7745478427482,3.735275766208525,2.3780642073943894,5.738339400703146e-05,spec,low,58833.89,+5.56/-5.68,314.02,+13.56/-11.47,0.670,+0.021/-0.033,1.73,19.91,19.84,19.95,19.86,,,636.4,429,1.48,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.751745,CIV,45.939269,1350,3403.816337,42.664406
WFST_171098728+12152961,171.0987279304099,12.152961187710808,0.5601261258125305,0.0488946023464202,phot,low,58937.26,+2.08/-2.03,275.33,+12.39/-10.61,0.412,+0.011/-0.019,2.58,20.17,20.12,,,20.39,19.78,786.6,377,2.09,"QUAIA_G20_5,QZO,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_172830406+28362993,172.83040554953115,28.362993357568666,1.7568719387054443,0.2823766303062439,phot,low,58841.95,+3.58/-3.70,340.46,+15.04/-11.55,0.776,+0.022/-0.042,1.56,19.60,19.54,19.93,19.46,19.83,19.29,1673.6,1279,1.31,"QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_178347228+45327800,178.347228,45.3277999,0.975,,spec,low,59461.04,+2.41/-2.32,240.44,+4.29/-3.98,0.677,+0.010/-0.011,1.72,19.49,19.47,19.54,19.30,19.54,19.41,2932.5,1458,2.01,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.866244,MgII,45.255741,3000,4718.915423,39.892202
WFST_184116976+09859259,184.1169762,9.8592588,1.793,,spec,low,58715.84,+2.11/-2.02,334.42,+7.24/-6.67,0.647,+0.010/-0.012,1.78,19.47,19.45,19.73,19.47,19.86,19.18,2087.7,1064,1.96,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.321174,MgII,45.877490,3000,5111.700083,39.475559
WFST_185350588+16267437,185.3505876857056,16.26743732688799,1.7685145139694214,0.361500873260498,phot,low,59774.42,+2.47/-2.46,275.54,+4.48/-4.83,0.494,+0.008/-0.008,2.20,19.81,19.80,19.90,19.45,,,2621.4,983,2.67,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_187029669+59298826,187.0296693477625,59.298826275663465,1.581601585027654,0.0004298921156496,spec,low,58594.71,+2.10/-2.11,254.65,+9.35/-5.76,0.915,+0.024/-0.048,1.41,19.11,19.04,19.35,18.96,19.36,18.76,4321.4,3378,1.28,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.405955,MgII,45.782944,3000,6029.271907,31.064547
WFST_188963597+06284634,188.963596992236,6.284634289503912,1.47432926045625,0.0003552797377984,spec,low,59170.99,+2.18/-2.27,347.06,+10.67/-8.49,0.664,+0.014/-0.022,1.74,19.74,19.71,19.87,19.30,19.77,19.26,2034.9,1459,1.39,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,R,,,,,,,9.242622,MgII,45.693532,3000,5324.956216,31.346441
WFST_193542376-16087467,193.5423761375367,-16.087467091967497,0.6591115943822612,0.0772768741703033,phot,low,59261.70,+2.82/-2.85,108.76,+9.56/-6.77,0.829,+0.048/-0.092,1.50,19.07,18.91,19.29,19.08,19.42,18.99,485.3,335,1.45,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_198503537-07110522,198.50353734351947,-7.11052193800805,1.096689925560398,0.0001773709760531,spec,low,59529.39,+2.23/-2.26,278.24,+8.00/-6.76,0.575,+0.017/-0.019,1.95,19.02,19.00,19.09,18.71,19.14,18.76,1033.1,408,2.53,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_198663970+54722295,198.6639699508952,54.72229469033056,0.579403972599878,3.564059138771214e-05,spec,low,59553.81,+2.15/-2.32,439.18,+10.36/-9.17,0.631,+0.011/-0.017,1.81,19.67,19.64,19.92,19.55,20.12,19.30,2998.8,1874,1.60,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.500124,Hbeta,44.523683,5100,4614.673937,36.651512
WFST_203942409+46872993,203.9424088830401,46.8729930009728,2.0422037472877768,0.0002045103522517,spec,low,59602.46,+2.94/-2.88,306.62,+5.73/-5.71,0.738,+0.010/-0.012,1.62,19.35,19.33,19.63,19.19,19.70,18.92,2776.1,1960,1.42,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.253031,CIV,46.379775,1350,4633.136054,24.903393
WFST_204834540+33036740,204.8345402797524,33.03673974265011,1.2607270831210018,0.0006540601403415,spec,low,59001.48,+1.67/-1.80,365.07,+8.73/-9.22,0.416,+0.008/-0.009,2.56,20.41,20.39,20.35,19.96,20.36,19.86,2572.9,1101,2.34,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QR,-,8.948936,MgII,45.002866,3000,6216.98,74.591,8.816417,MgII,45.164663,3000,4755.136700,51.851472
WFST_205926963+41049009,205.9269632463872,41.04900877755534,0.6823994043771108,2.5195519136234047e-05,spec,low,58690.07,+2.38/-2.57,277.70,+58.17/-26.97,0.294,+0.045/-0.066,3.51,21.45,21.18,21.43,21.06,21.57,20.46,1659.1,1059,1.57,"DESI_DR1,MILLIQUAS,QZO,WISE_R90",QRX,H,,,,,,,9.192328,Hbeta,44.224715,5100,12161.456344,72.139081
WFST_207059726-06946497,207.05972616379225,-6.946496631255082,0.927412828368004,6.173340741134941e-05,spec,low,58914.64,+5.74/-5.42,349.72,+52.52/-27.61,0.570,+0.066/-0.112,1.96,20.14,19.88,20.16,19.76,,,880.2,554,1.59,"DESI_DR1,QUAIA_G20_5,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_207603361+31703343,207.6033606874508,31.70334294014496,1.865043457189159,0.0001806471364269,spec,low,59739.88,+4.80/-4.80,286.01,+21.96/-13.52,0.482,+0.031/-0.059,2.25,20.29,20.15,20.24,19.60,,,1087.3,959,1.13,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,H,,,,,,,,,,,,
WFST_211760994+02444240,211.76099424181223,2.4442403880359738,0.644761613310141,7.25938219025158e-05,spec,low,59169.54,+3.04/-3.04,382.09,+20.38/-15.05,0.465,+0.019/-0.030,2.32,20.45,20.39,20.69,20.38,20.51,20.23,980.2,613,1.60,"DESI_DR1,QZO",unknown,-,,,,,,,,,,,,
WFST_216638775+35032418,216.63877455689737,35.03241847426588,1.0801205852786655,0.0003024164802109,spec,low,59280.28,+2.81/-2.64,225.79,+4.95/-4.56,0.785,+0.011/-0.016,1.55,19.75,19.72,19.68,19.45,,,3220.0,1609,2.00,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,,,,,,,8.822309,MgII,45.245771,3000,4518.200170,29.149639
WFST_217622680+46227659,217.6226800723209,46.22765856102082,1.102723994166872,0.0006065850753341,spec,low,58952.38,+0.96/-0.89,157.40,+3.07/-2.74,0.518,+0.006/-0.007,2.12,20.29,20.28,20.40,19.91,20.39,20.07,3921.5,1941,2.02,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.763672,MgII,44.927287,3000,5301.232327,60.321601
WFST_220016622+06326828,220.01662249290385,6.32682826925033,0.5398860609449442,4.018712834892876e-05,spec,low,59053.17,+2.84/-2.71,640.88,+23.25/-20.76,0.446,+0.011/-0.014,2.40,19.92,19.89,20.08,19.82,20.13,19.40,2198.8,1007,2.18,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",AX,-,,,,,,,,,,,,
WFST_221093635+20662608,221.0936349,20.6626077,0.902,,spec,low,58958.62,+3.48/-3.35,482.33,+113.53/-58.70,0.493,+0.099/-0.123,2.21,20.43,20.01,20.34,19.85,20.52,19.96,1780.6,985,1.81,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",QR2,-,,,,,,,8.356918,MgII,44.824109,3000,3572.607355,39.603599
WFST_221744712+08602589,221.7447119897412,8.602588630954758,0.6835211939485927,7.10046455038557e-05,spec,low,59678.65,+4.27/-4.82,337.88,+29.73/-16.71,0.772,+0.056/-0.091,1.57,19.71,19.51,19.83,19.62,19.92,19.54,1598.5,960,1.67,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_221861517-03228813,221.8615171376956,-3.228812518595289,0.5030832169384577,2.15328539410413e-05,spec,low,59218.00,+6.82/-6.29,142.75,+14.38/-11.35,0.401,+0.040/-0.048,2.64,21.15,21.03,21.16,20.72,21.62,20.11,961.4,460,2.09,"DESI_DR1,QZO,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_222591734+58934446,222.59173439071392,58.93444634406482,0.5261380076408386,0.0487648823738098,phot,low,58925.32,+2.01/-1.96,341.63,+8.52/-7.50,0.600,+0.009/-0.015,1.88,20.07,20.05,20.37,19.98,20.51,19.60,3317.1,2194,1.51,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_223136714-03134568,223.13671352615933,-3.1345677929060725,0.4660700036129852,2.266543047076947e-05,spec,low,59361.20,+3.64/-3.78,275.91,+7.83/-7.28,0.851,+0.015/-0.026,1.47,18.86,18.82,18.80,18.71,19.00,18.54,2452.0,988,2.48,"DESI_DR1,LAMOST_DR6_9,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",A,-,8.825111,MgII,44.829048,3000,7048.087,49.039,,,,,,
WFST_223259912+47142436,223.25991195728287,47.14243565852126,1.0364227803769674,0.000215438115698,spec,low,59124.24,+1.43/-1.44,210.94,+12.53/-6.25,0.835,+0.036/-0.068,1.49,19.24,19.13,19.35,18.92,19.61,19.04,4192.4,2726,1.54,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.034977,MgII,45.530456,3000,4710.285237,22.581225
WFST_225051509+32802943,225.05150885999151,32.80294334192005,1.0393034604956466,0.0002016500658922,spec,low,59769.01,+5.89/-5.95,227.70,+16.67/-11.07,0.921,+0.056/-0.093,1.40,,,19.12,18.94,,,507.2,400,1.27,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,9.178385,MgII,45.447950,3000,5892.887258,50.220418
WFST_228541780+27539196,228.54178,27.539196,0.5693874,,spec,low,58695.22,+2.42/-2.38,266.55,+4.55/-4.12,0.821,+0.010/-0.014,1.51,18.41,18.39,18.61,18.51,18.69,18.35,3570.4,1334,2.68,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.929008,MgII,44.939934,3000,6355.135,47.549,8.904866,Hbeta,44.834612,5100,6148.649362,148.709840
WFST_229639525+72023296,229.6395246224872,72.02329587065067,1.471301794052124,0.0422503781318663,phot,low,58996.51,+2.89/-2.82,242.02,+7.50/-6.36,0.734,+0.015/-0.023,1.62,19.80,19.76,19.93,19.34,19.76,19.36,2823.4,1668,1.69,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_230725518+12825433,230.7255179809821,12.825433273133262,1.2743152700115945,0.0003100702973933,spec,low,58599.79,+3.34/-3.49,219.30,+6.79/-5.96,0.706,+0.015/-0.020,1.67,19.73,19.70,19.74,19.47,19.75,19.51,2075.6,1088,1.91,"DESI_DR1,LAMOST_DR6_9,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.805134,MgII,45.451474,3000,4253.439,18.998,,,,,,
WFST_232831504+57474455,232.83150427162283,57.47445488410547,1.6610000133514404,,spec,low,59062.06,+3.57/-3.57,500.72,+39.72/-24.73,0.412,+0.021/-0.038,2.58,21.12,21.03,21.41,20.81,,,1895.3,1369,1.38,"JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.191585,MgII,45.062499,3000,7878.034882,109.121033
WFST_234716228+00007148,234.71622809770284,0.0071484159101154,0.4216053858258096,1.2351779855417976e-05,spec,low,59173.98,+1.34/-1.35,566.14,+86.80/-66.14,0.209,+0.038/-0.034,4.86,20.24,19.40,20.69,19.13,,,1817.8,673,2.70,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_236279533-18162435,236.2795334919992,-18.162435053205243,0.3741,0.0981402151346206,phot,low,59601.31,+3.18/-3.40,381.19,+25.22/-19.54,0.286,+0.020/-0.022,3.60,20.61,20.55,20.78,19.60,,,567.2,355,1.60,"QUAIA_G20_5,GAIA,CATWISE,PS1",unknown,H,,,,,,,,,,,,
WFST_238292821+47752909,238.2928206,47.7529089,1.848,,spec,low,58934.50,+2.34/-2.36,165.37,+8.38/-5.61,1.136,+0.038/-0.073,1.26,18.02,17.91,17.85,17.69,17.84,17.64,2303.9,1059,2.18,"LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,JPLUSDR3,GAIA,CATWISE,PS1,WISE_R90",QR,-,9.533929,CIV,46.06947,1350,7736.686,,9.104204,MgII,45.800586,3000,4206.494331,10.503124
WFST_240219906+38005631,240.21990609244315,38.00563099610724,1.9878784593092995,0.0002200719885723,spec,low,59307.63,+2.97/-2.99,421.51,+8.61/-7.71,0.702,+0.008/-0.011,1.68,20.09,20.07,20.16,19.90,20.37,19.58,4018.3,2529,1.59,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.684783,MgII,45.688202,3000,8893.007987,41.548807
WFST_240508809+49984543,240.50880854241024,49.98454259280346,2.031259702493432,0.0002312702709988,spec,low,58823.99,+1.84/-1.71,245.66,+6.76/-5.40,1.081,+0.018/-0.034,1.29,18.77,18.73,18.96,18.62,19.23,18.45,3064.1,3076,1.00,"DESI_DR1,JPLUSDR3,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.230494,CIV,46.219874,1350,4977.149731,35.506354
WFST_241610040+33902662,241.61004013258176,33.90266219498364,1.643478908720819,0.0002256683731767,spec,low,59540.90,+1.29/-8.33,237.46,+2.86/-7.79,0.648,+0.009/-0.064,1.78,19.11,19.10,19.40,19.03,19.38,18.87,8195.1,2800,2.93,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,9.434645,MgII,45.753034,3000,6366.221303,33.222530
WFST_243660117+15063171,243.6601168,15.0631707,0.522,,spec,low,59034.23,+2.63/-2.54,191.27,+7.70/-6.64,0.659,+0.019/-0.037,1.75,19.70,19.63,20.02,19.51,20.16,19.10,2189.2,1103,1.98,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,,,,,,
WFST_243810484+13479015,243.81048365324423,13.479015230949528,2.828182729416668,0.000208632414713,spec,low,59264.98,+5.05/-4.76,625.03,+46.36/-38.13,0.515,+0.026/-0.034,2.13,20.97,20.90,20.80,20.62,20.79,20.41,1086.0,777,1.40,"DESI_DR1,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_248566297+41777073,248.5662972064468,41.77707276250888,1.478746811971581,0.0009856525097962,spec,low,59571.27,+1.81/-1.96,501.77,+9.68/-8.63,0.564,+0.007/-0.011,1.98,20.53,20.52,20.63,20.14,20.92,19.84,7191.1,5029,1.43,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.713732,MgII,45.385872,3000,3607.825081,11.486733
WFST_250820563+22646667,250.8205632588919,22.646666789800577,1.2934897250141983,0.0002890121458331,spec,low,58962.14,+1.48/-1.54,616.17,+92.37/-62.68,0.490,+0.075/-0.079,2.22,20.00,19.64,20.07,19.30,20.23,19.18,7322.6,3621,2.02,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_257051930+17776181,257.051929749476,17.77618115331571,0.6471600853941479,5.188773900883111e-05,spec,low,58863.26,+1.98/-2.06,524.35,+20.76/-17.26,0.350,+0.011/-0.014,2.98,20.92,20.89,21.07,20.80,21.23,20.25,1354.7,960,1.41,"DESI_DR1,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_258133057+22154737,258.13305748394623,22.154737105220107,1.4564237610741058,0.0002705193015611,spec,low,58888.71,+2.78/-2.88,551.55,+20.20/-16.93,0.456,+0.013/-0.014,2.36,20.71,20.68,20.81,20.34,20.85,20.37,1546.4,989,1.56,"DESI_DR1,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_265979663+37026964,265.9796628253249,37.02696373538838,0.909709620274112,3.426419507453143e-05,spec,low,59047.62,+1.89/-1.80,419.60,+29.70/-14.31,0.764,+0.037/-0.071,1.58,19.27,19.14,19.16,18.95,19.38,18.96,6081.7,4069,1.49,"DESI_DR1,JPLUSDR3,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_271231286+66566814,271.2312859150571,66.56681439231585,0.9924097755738857,0.0001866508467094,spec,low,58869.73,+0.76/-0.76,190.33,+2.31/-2.00,0.788,+0.007/-0.011,1.55,18.73,18.72,18.71,18.45,18.73,18.48,7639.1,2638,2.90,"DESI_DR1,JPLUSDR3,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_277899365+53846226,277.89936516625266,53.8462255309566,0.8231619582516557,8.020272250023647e-05,spec,low,59053.34,+2.46/-2.23,134.53,+24.40/-11.44,0.609,+0.074/-0.127,1.86,20.36,20.08,20.46,20.10,,,1403.9,847,1.66,"DESI_DR1,JPLUSDR3,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_288445065+39476231,288.4450654942589,39.47623056591329,0.5653640627861023,0.0586410458374023,phot,low,59133.39,+1.51/-1.53,346.73,+9.36/-7.16,0.463,+0.009/-0.016,2.33,19.80,19.76,19.98,19.89,20.53,19.30,3221.6,1237,2.60,"QUAIA_G20_5,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_291566408+75012805,291.5664083875385,75.01280471577978,0.97,0.2747293965148925,phot,low,58739.47,+3.54/-3.30,479.54,+53.38/-28.21,0.517,+0.045/-0.070,2.12,20.42,20.23,20.11,19.80,,,1324.0,1079,1.23,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_299079017-12711601,299.0790170381405,-12.711600812933906,1.1962097883224487,0.1104319450187684,phot,low,59832.41,+5.92/-6.03,235.35,+17.43/-13.96,0.571,+0.033/-0.049,1.96,20.69,20.58,20.40,20.08,,,580.7,490,1.19,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_302663741+02729378,302.6637407182152,2.7293776668815504,0.3218665719032287,0.0795594970321655,phot,low,59392.43,+4.20/-4.22,314.81,+13.34/-10.42,0.560,+0.016/-0.028,1.99,19.62,19.57,19.71,19.22,,,1317.2,734,1.79,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
