WFST_ID,ra,dec,z,z_err,z_type,confidence,t0_mcmc,t0_err,tE_mcmc,tE_err,u0_mcmc,u0_err,A_max,g_s,g_base,r_s,r_base,i_s,i_base,chi2,dof,chi2/dof,source,type,external_match,logMBH_lamost,logMBH_method_lamost,logL_lamost,logL_wave_lamost,broad_fwhm_lamost,broad_ew_lamost,logMBH_SDSSDR16Q,logMBH_method_SDSSDR16Q,logL_SDSSDR16Q,logL_wave_SDSSDR16Q,broad_fwhm_SDSSDR16Q,broad_ew_SDSSDR16Q
WFST_309012255+19367649,309.0122552541105,19.36764864363659,2.1997079849243164,0.051159685974121,phot,low,59271.31,+4.07/-4.17,499.43,+30.29/-22.73,0.548,+0.024/-0.036,2.02,20.28,19.88,20.04,19.97,20.38,19.57,1360.4,856,1.59,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_309030570+02917677,309.0305696076923,2.9176770325443786,0.72835,,phot,low,59286.25,+3.80/-3.78,709.61,+68.39/-56.08,0.243,+0.018/-0.020,4.20,21.57,21.53,21.70,20.64,21.83,20.09,919.1,609,1.51,"QZO,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_314907898+24742544,314.9078976691308,24.742544054046228,0.6757533550262451,0.0621832054328918,phot,low,59223.88,+1.52/-2.77,413.71,+19.18/-9.63,0.332,+0.005/-0.010,3.13,20.69,20.57,20.50,20.49,20.69,19.88,3210.1,987,3.25,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_317474373+13145867,317.47437318958816,13.145867017538755,0.5612182021141052,0.0423162817859649,phot,low,59740.78,+2.56/-2.97,579.71,+14.67/-167.94,0.281,+0.047/-0.006,3.66,20.75,20.75,20.90,20.65,20.93,19.97,2901.2,1062,2.73,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_318479760-04737982,318.47975975789865,-4.737982265439428,1.1782999224828603,0.1973964981460571,phot,low,59492.68,+3.27/-2.98,111.19,+7.65/-6.52,0.603,+0.027/-0.040,1.88,20.27,20.19,20.22,19.89,20.50,19.85,1437.8,773,1.86,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_324739098+01118623,324.73909799798355,1.1186233702579398,0.2764993714531388,6.854113572646246e-06,spec,low,59400.03,+1.88/-1.91,369.40,+26.19/-16.74,0.637,+0.043/-0.060,1.80,18.74,18.56,18.94,18.44,18.88,18.09,2411.0,1076,2.24,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",QX,-,7.435529,Hbeta,44.172866,5100,1657.861,66.462,,,,,,
WFST_326175760+37535362,326.1757600955541,37.5353620205731,0.9715734720230104,0.1404115542793274,phot,low,58698.55,+1.57/-1.70,225.29,+7.49/-6.96,0.508,+0.012/-0.014,2.15,21.04,21.01,20.57,20.49,,,1554.0,1218,1.28,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_327073914-13211783,327.0739136066929,-13.211783264566929,1.4560823,,phot,low,59158.51,+5.18/-5.36,488.75,+90.45/-48.76,0.445,+0.061/-0.089,2.41,20.61,20.34,20.72,20.17,,,535.3,462,1.16,"QZO,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_329701990+18416601,329.7019895,18.4166012,0.47,,spec,low,59131.14,+0.98/-1.11,182.51,+3.58/-2.93,0.521,+0.005/-0.008,2.11,20.10,20.08,20.32,19.56,20.30,19.12,4123.1,1788,2.31,"MILLIQUAS,QUAIA_G20_5,GAIA,CATWISE,PS1,WISE_R90",RX,-,,,,,,,,,,,,
WFST_330868526-02857339,330.8685258,-2.8573387,0.609,,spec,low,58700.24,+4.85/-4.87,208.91,+9.86/-8.96,0.563,+0.016/-0.024,1.98,20.33,20.28,20.54,20.20,20.63,19.86,1351.8,696,1.94,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,,,,,,,8.265941,Hbeta,44.274643,5100,4067.332708,56.078444
WFST_333285929+08512149,333.285928754857,8.512148795328235,0.583285073632093,1.108851632612045e-05,spec,low,58918.75,+1.55/-1.70,188.09,+4.18/-3.63,0.834,+0.017/-0.023,1.49,18.77,18.74,18.98,18.79,,,1998.0,1384,1.44,"DESI_DR1,LAMOST_DR1_5,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",Q,-,8.447752,Hbeta,44.985004,5100,3331.386,94.74,,,,,,
WFST_335183125+50296884,335.18312504441417,50.29688425749318,0.35067663,,phot,low,58727.86,+3.48/-3.53,389.79,+16.21/-13.82,0.512,+0.015/-0.023,2.14,20.55,20.50,20.46,19.46,,,1894.6,1227,1.54,"QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_335934561+31032918,335.93456072065254,31.032917868294724,0.591930107610911,0.0001523369213189,spec,low,58844.75,+1.79/-1.81,372.02,+7.84/-7.67,0.343,+0.006/-0.007,3.04,20.89,20.88,21.12,20.74,21.08,20.20,3225.2,1425,2.26,"DESI_DR1,JPLUSDR3,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_336306347+19989256,336.30634697061856,19.98925645349762,1.093013313177878,0.0002444992121516,spec,low,59310.32,+1.92/-1.91,187.05,+8.13/-6.20,0.746,+0.030/-0.048,1.61,20.15,20.06,20.08,19.69,20.02,19.67,2304.9,1660,1.39,"DESI_DR1,MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,H,,,,,,,8.870297,MgII,44.985870,3000,5748.158183,46.971423
WFST_336379488+43492045,336.3794875541753,43.492045296184216,1.6326669454574585,0.0781564474105835,phot,low,59592.46,+2.88/-2.97,295.61,+8.69/-7.30,0.757,+0.017/-0.023,1.59,19.74,19.71,19.85,19.47,,,1979.6,1487,1.33,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_338661498+21325986,338.6614976,21.3259862,0.883,,spec,low,58822.10,+1.39/-1.44,199.96,+5.11/-3.62,0.750,+0.019/-0.028,1.60,18.67,18.60,18.64,18.50,18.69,18.64,4741.0,1948,2.43,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,9.388003,MgII,45.557209,3000,6938.516218,32.682109
WFST_340323183+13269332,340.3231827406831,13.26933150688417,1.1105803643107828,,phot,low,58669.65,+2.43/-2.52,248.15,+11.06/-9.06,0.389,+0.012/-0.020,2.72,20.81,20.76,20.88,20.65,20.93,20.30,1388.0,754,1.84,"JPLUSDR3,QZO,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_344982163+40155678,344.9821631,40.1556777,,,unknown,low,58634.95,+2.90/-3.02,173.15,+9.20/-6.28,0.839,+0.033/-0.061,1.49,19.62,19.52,19.83,19.38,,,1758.2,1322,1.33,WISE_R90,unknown,-,,,,,,,,,,,,
WFST_347928280+20703499,347.9282798875136,20.703498754125658,1.1243293401993708,0.0001967417572184,spec,low,59244.71,+3.50/-3.34,549.50,+62.84/-42.99,0.436,+0.041/-0.057,2.45,21.04,20.82,20.80,20.34,20.59,20.37,3439.6,774,4.44,"DESI_DR1,MILLIQUAS,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.941788,MgII,44.904272,3000,6615.603587,66.971327
WFST_348735595+07278002,348.7355950652231,7.278002466216094,0.6664612180103643,5.7173068619438375e-05,spec,low,59359.81,+3.25/-3.20,232.47,+14.50/-10.19,0.652,+0.036/-0.063,1.77,19.98,19.85,20.02,19.84,20.35,19.54,1744.8,903,1.93,"DESI_DR1,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
WFST_351340946+19835564,351.3409459,19.8355637,1.241,,spec,low,59383.04,+2.96/-3.30,453.85,+42.57/-25.06,0.555,+0.041/-0.064,2.00,20.52,20.36,20.35,19.94,20.32,19.89,2266.5,1450,1.56,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.235443,MgII,45.205003,3000,2366.849520,48.012968
WFST_352387189+21283706,352.3871895,21.2837064,0.81,,spec,low,59423.67,+4.50/-4.35,327.65,+36.10/-19.62,0.526,+0.045/-0.076,2.09,20.90,20.70,20.84,20.65,20.94,20.49,1488.7,1029,1.45,"MILLIQUAS,QUAIA_G20_5,JPLUSDR3,QZO,GAIA,CATWISE,PS1",Q,-,,,,,,,8.404509,MgII,44.640915,3000,4301.010705,51.634501
WFST_353068473+41900947,353.0684732,41.9009467,1.23,,spec,low,58706.78,+2.73/-2.83,216.56,+5.05/-4.32,0.832,+0.011/-0.018,1.49,19.38,19.36,19.42,18.84,19.06,18.83,2816.8,1807,1.56,"MILLIQUAS,QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",R,-,,,,,,,,,,,,
WFST_355233902+17237963,355.2339015103876,17.237962815238525,1.4197038412094116,0.0514214760589599,phot,low,59259.60,+1.96/-1.98,489.04,+22.80/-39.95,0.267,+0.011/-0.014,3.85,21.28,21.24,21.48,20.70,21.44,20.72,1910.9,887,2.15,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,-,,,,,,,,,,,,
WFST_358757825+38246673,358.7578247581546,38.24667267769762,1.2953718900680542,0.4495586088848114,phot,low,59536.73,+3.14/-3.26,400.38,+24.84/-14.22,0.558,+0.025/-0.047,2.00,20.38,20.29,20.27,20.09,20.46,19.77,1969.9,1504,1.31,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1,WISE_R90",unknown,H,,,,,,,,,,,,
WFST_359513760-16045291,359.51375990133386,-16.04529109554232,0.7507282495498657,0.0662633330249786,phot,low,59132.55,+3.50/-3.53,410.95,+18.75/-12.48,0.787,+0.023/-0.046,1.55,18.16,18.09,18.35,18.12,,,839.5,514,1.63,"QUAIA_G20_5,QZO,GAIA,CATWISE,PS1",unknown,-,,,,,,,,,,,,
